LANGUAGE,"English","Czech","German","Polish","Russian","French","Spanish","Italian"
STR_DS_PLAYER_CONNECTED,"Player %s connected (id=%s).","Hráč %s se připojil (id=%s).","Spieler %s verbunden (id=%s).","Gracz %s połączony (id=%s).","Игрок %s присоединился (id=%s).","Joueur %s connecté (id=%s).","Jugador %s conectado (id=%s).","Giocatore %s connesso (id = %s)"
STR_DS_PLAYER_DISCONNECTED,"Player %s disconnected.","Hráč %s byl odpojen.","Spieler %s ausgestiegen.","Gracz %s rozłączony.","Игрок %s отсоединился.","Joueur %s déconnecté","Jugador %s desconectado.","Giocatore %s non connesso."
STR_DS_ADMIN_LOGGED_IN,"Admin %s logged in.","Správce %s se připojil.","Admin %s angemeldet.","Admin %s zalogowany.","Админ %s подключился","Admin. %s connecté.","Admin %s conectado.","Amministratore %s connesso."
STR_DS_ADMIN_LOGGED_OUT,"Admin %s logged out.","Správce %s se odpojil.","Admin %s abgemeldet.","Admin %s wylogowany.","Админ %s отключился","Admin. %s déconnecté.","Admin %s desconectado.","Amministratore %s non connesso."
STR_DS_NO_USERS,"All users disconnected, waiting for users.","“Všichni uživatelé byli odpojeni, čekám na uživatele.”","„Alle Spieler ausgestiegen, warten auf Spieler.“","“Wszyscy użytkownicy rozłączeni, oczekiwanie na użytkowników.”","Все игроки отсоединились, ожидаю игроков.","""Tous utilisateurs déconnectés, en attente d'utilisateurs.""","“Todos los usuarios están desconectados, esperando usuarios.”","“Nessun utente connesso, in attesa di utenti.”"
STR_DS_MISSION_READ_FROM_BANK,"Mission %s read from bank.","Mise %s byla načtena z banky.","Einsatz %s wird aus PBO geladen","Misja %s wczytana z zasobów.","Задание %s читается из банка.","Mission %s lue depuis la banque.","Misión %s leer desde el banco.","Missione %s letta dalla banca."
STR_DS_MISSION_READ_FROM_DIR,"Mission %s read from directory.","Mise %s byla načtena z adresáře.","Einsatz %s wird aus Verzeichnis geladen","Misja %s wczytana z katalogu.","Задание %s читается из директории.","Mission %s lue depuis le dossier.","Misión %s leer desde el directorio.","Missione %s letta dalla cartella."
STR_DS_ROLES_ASSIGNED,"Roles assigned.","Role byly přiřazeny.","Rollen zugeteilt.","Role przydzielone.","Роли назначены.","Rôles affectés.","Funciones asignadas.","Ruoli assegnati."
STR_DS_READING_MISSION,"Reading mission ...","Načítání mise…","Lade Einsatz ...","Wczytywanie misji ...","Чтение задания...","Lecture de mission...","Leyendo misión...","Lettura missione in corso..."
STR_DS_MISSION_READ,"Mission read.","Mise načtena.","Einsatz geladen.","Misja wczytana.","Задание загружено.","Mission lue.","Misión leída.","Missione letta."
STR_DS_GAME_STARTED,"Game started.","Hra spuštěna.","Spiel gestartet.","Gra rozpoczęta.","Игра началась.","Partie lancée.","Partida iniciada.","Partita cominciata."
STR_DS_GAME_RESTARTED,"Game restarted.","Hra restartována.","Spiel neu gestartet.","Gra rozpoczęta od nowa.","Игра перезапущена.","Partie relancée.","Partida reiniciada.","Partita ricominciata."
STR_DS_GAME_FINISHED,"Game finished.","Hra ukončena.","Spiel beendet","Gra zakończona.","Игра окончена.","Partie terminée.","Partida terminada.","Partita terminata."
STR_DS_WAITING_FOR_NEXT_GAME,"Waiting for next game.","Čekám na další hru.","Warten auf das nächste Spiel.","Oczekiwanie na następną grę.","Ожидается следующая игра.","En attente de la prochaine partie.","Esperando partida siguiente.","In attesa della prossima partita."
STR_DS_LOAD_MISSION_ERROR,"Error loading mission.","Chyba při načítání mise.","Fehler beim Laden des Einsatzes.","Błąd przy wczytywaniu misji.","Ошибка загрузки задания.","Erreur de chargement de mission.","Error al cargar la misión.","Errore caricamento missione."
STR_DS_PLAYER_KICKED_BIG_CUSTOM_FILE,"Player %s kicked off - too big custom file '%s' (%d B > %d B).","Hráč %s byl vyloučen – příliš velký uživatelský soubor '%s' (%d B > %d B).","Spieler %s entfernt - zu grosse eigene Datei '%s' (%d B > %d B).","Gracz %s wyrzucony - za duży plik własny '%s' (%d B > %d B).","Игрок %s выкинут - слишком большой пользовательский файл '%s' (%d B > %d B).","Joueur %s éjecté - fichier personnalisé ""%s"" trop grand (%d o > %d o).","Jugador %s expulsado – archivo personalizado demasiado grande '%s' (%d B > %d B).","Giocatore %s cacciato - file personalizzato “%s” troppo grande (%d B > %d B)."
STR_DS_PLAYER_KICKED_INVALID_CUSTOM_FILE,"Player %s kicked off - invalid custom file '%s'.","Hráč %s byl vyloučen – neplatný uživatelský soubor '%s'.","Spieler %s entfernt - ungültige eigene Datei '%s'.","Gracz %s wyrzucony - niewłaściwy plik własny '%s'.","Игрок %s выкинут - неверный пользовательский файл '%s'!","Joueur %s éjecté - fichier personnalisé ""%s"" incorrect.","Jugador %s expulsado – archivo personalizado no válido '%s'.","Giocatore %s cacciato - file personalizzato “%s” non valido."
STR_CUST_NEW_DIR,"New folder","Nová složka","Neuer Ordner","Nowy folder","Новая папка","Nouveau dossier","Nueva carpeta","Nuova cartella"
STR_OR,"or","nebo","oder","lub","или","ou","o","o"
STR_BRIEFING_LINK_SECTION,"%1 Follow link","%1 Jít na odkaz","%1 Verknüpfung folgen","%1 Za łączem","%1 Идти по ссылке","%1 Suivre lien","%1 Seguir enlace","%1 Segui collegamento"
STR_BRIEFING_LINK_MARKER,"%%1 %s","%%1 %s","%%1 %s","%%1 %s","%%1 %s","%%1 %s","%%1 %s","%%1 %s"
STR_RESPAWN_VEHICLE_MESSAGE,"You will be transferred into your vehicle in %.0f seconds","Do svého vozidla budete přeneseni v %.0f sekundách","Sie werden in %.0f Sekunden in ihr Fahrzeug transferriert.","Zostaniesz przeniesiony do pojazdu za %.0f sekund","Вы окажетесь в своей машине через %.0f сек.","Vous allez être transféré vers votre véhicule dans %.0f secondes.","Serás transferido a tu vehículo en %.0f segundos","Sarai trasferito sul tuo veicolo in %.0f secondi."
STR_USRACT_COMMAND_WATCH,"Command Watch","Velet hlídce","Befehlswache","Zarządź wartę","Наблюдение за командой","Ordre d'observation","Orden vigilancia","Comando di osservazione"
STR_USRACT_BULD_SWITCH_CAMERA,"Buldozer switch camera","Buldozer přepnout kameru","Bulldozer: Kamera wechseln","Buldożer - zmiana kamery","Переключ. камеры (Бульдозер)","Changement caméra Bulldozer","Buldózer cambiar cámara","Cambia telecamera Buldozer"
STR_USRACT_BULD_FREE_LOOK,"Buldozer free look","Buldozer volný pohled","Bulldozer: Freie Sicht","Buldożer - swobodne rozglądanie się","Свободный режим (Бульдозер)","Regard libre Bulldozer","Buldózer cámara libre","Visuale libera Buldozer"
STR_USRACT_BULD_SELECT,"Buldozer select","Buldozer vybrat","Bulldozer: Auswählen","Buldożer - wybór","Выбор (Бульдозер)","Sélection Bulldozer","Buldózer seleccionar","Selezione Buldozer"
STR_USRACT_BULD_RESET_CAMERA,"Buldozer reset camera","Buldozer resetovat kameru","Bulldozer: Kamera zurücksetzen","Buldożer -  reset kamery","Камера по умолч. (Бульдозер)","Définition caméra Bulldozer","Buldózer restablecer cámara","Impostazione telecamera Buldozer"
STR_USRACT_BULD_MAGNETIZE_POINTS,"Buldozer magnetize points","Buldozer zmagnetizovat body","Bulldozer: Punkte magnetisieren","Buldożer - punkty magnetyczne","Точки привязки (Бульдозер)","Magnétiser points Bulldozer","Buldózer puntos magnéticos","Magnetizza punti Buldozer"
STR_USRACT_BULD_MAGNETIZE_PLANES,"Buldozer magnetize planes","Buldozer zmagnetizovat plochy","Bulldozer: Ebenen magnetisieren","Buldożer - magnetyczne samoloty","Линии привязки (Бульдозер)","Magnétiser plans Bulldozer","Buldózer llanos magnéticos","Magnetizza piani Buldozer"
STR_USRACT_BULD_MAGNETIZE_YFIXED,"Buldozer magnetize fixed Y","Buldozer zmagnetizovat fixní Y","Bulldozer: Festes Y magnetisieren","Buldożer - magnetyczne stałe Y","Привязка к Y (Бульдозер)","Magnétiser Y fixe Bulldozer","Buldózer Y fija magnética","Magnetizza Y fisso Buldozer"
STR_USRACT_BULD_TERRAIN_RAISE_1M,"Buldozer raise terrain 1 m","Buldozer zdvihnout terén 1m","Bulldozer: Gelände um 1m anheben","Buldożer - podniesienie terenu o  1 m","Пов. рельеф на 1 м (Бульдозер)","Élever terrain 1m Bulldozer","Buldózer subir terremo 1 m","Solleva terreno 1 m Buldozer"
STR_USRACT_BULD_TERRAIN_LOWER_1M,"Buldozer lower terrain 1 m","Buldozer snížit terén 1m","Bulldozer: Gelände um 1m senken","Buldożer - obniżenie terenu o 1 m","Пон. рельеф на 1 м (Бульдозер)","Abaisser terrain 1 m Bulldozer","Buldózer bajar terreno 1 m","Abbassa terreno 1 m Buldozer"
STR_USRACT_BULD_TERRAIN_RAISE_5M,"Buldozer raise terrain 5 m","Buldozer zdvihnout terén 5 m","Bulldozer: Gelände um 5m anheben","Buldożer - podniesienie terenu o 5 m","Пов. рельеф на 5 м (Бульдозер)","Élever terrain 5 m Bulldozer","Buldózer subir terreno 5 m","Solleva terreno 5 m Buldozer"
STR_USRACT_BULD_TERRAIN_LOWER_5M,"Buldozer lower terrain 5 m","Buldozer snížit terén 5 m","Bulldozer: Gelände um 5m senken","Buldożer - obniżenie terenu o 5 m","Пон. рельеф на 5 м (Бульдозер)","Abaisser terrain 5 m Bulldozer","Buldózer bajar terreno 5 m","Abbassa terreno 5 m Buldozer"
STR_USRACT_BULD_TERRAIN_SHOW_NODE,"Buldozer show terrain node","Buldozer zobrazit terénní uzel","Bulldozer: Geländeknoten zeigen","Buldożer - pokaż węzeł terenu","Показ. ур. рельефа (Бульдозер)","Afficher nœud terrain Bulldozer","Buldózer mostrar nodo terreno","Visualizza nodo terreno Buldozer"
STR_USRACT_BULD_SELECTION_TYPE,"Buldozer selection type","Buldozer výběr typu","Bulldozer: Auswahltyp","Buldożer - rodzaj wyboru","Тип выбора (Бульдозер)","Sélection type Bulldozer","Buldózer tipo de selección","Selezione tipo Buldozer"
STR_USRACT_BULD_LEFT,"Buldozer left","Buldozer doleva","Bulldozer: Links","Buldożer - lewo","Налево (Бульдозер)","Bulldozer G","Buldózer izquierda","Buldozer sinistra"
STR_USRACT_BULD_RIGHT,"Buldozer right","Buldozer doprava","Bulldozer: Rechts","Buldożer - prawo","Направо (Бульдозер)","Bulldozer D","Buldózer derecha","Buldozer destra"
STR_USRACT_BULD_FORWARD,"Buldozer forward","Buldozer dopředu","Bulldozer: Vor","Buldożer - do przodu","Вперед (Бульдозер)","Bulldozer avant","Buldózer adelante","Buldozer avanti"
STR_USRACT_BULD_BACK,"Buldozer back","Buldozer dozadu","Bulldozer: Zurück","Buldożer - do tyłu","Назад (Бульдозер)","Bulldozer arrière","Buldózer atrás","Buldozer indietro"
STR_USRACT_BULD_MOVE_LEFT,"Buldozer move left","Buldozer pohyb doleva","Bulldozer: Nach links bewegen","Buldożer - w lewo","Двигаться налево (Бульдозер)","Dépl. G Bulldozer","Buldózer mover izquierda","Muovi a sinistra Buldozer"
STR_USRACT_BULD_MOVE_RIGHT,"Buldozer move right","Buldozer pohyb doprava","Bulldozer: Nach rechts bewegen","Buldożer - w prawo","Двигаться направо (Бульдозер)","Dépl. D Bulldozer","Buldózer mover derecha","Muovi a destra Buldozer"
STR_USRACT_BULD_MOVE_FORWARD,"Buldozer move forward","Buldozer pohyb dopředu","Bulldozer: Vor bewegen","Buldożer - do przodu","Двигаться вперед (Бульдозер)","Dépl. avant Bulldozer","Buldózer mover adelante","Muovi in avanti Buldozer"
STR_USRACT_BULD_MOVE_BACK,"Buldozer move back","Buldozer pohyb dozadu","Bulldozer: Zurück bewegen","Buldożer - do tyłu","Двигаться назад (Бульдозер)","Dépl. arr. Bulldozer","Buldózer mover atrás","Muovi indietro Buldozer"
STR_USRACT_BULD_TURBO,"Buldozer turbo","Buldozer turbo","Bulldozer: Turbo","Buldożer turbo","Турбо (Бульдозер)","Turbo Bulldozer","Buldózer turbo","Turbo Buldozer"
STR_USRACT_BULD_UP,"Buldozer up","Buldozer nahoru","Bulldozer: Auf","Buldożer - góra","Вверх (Бульдозер)","Bulldozer haut","Buldózer arriba","Buldozer su"
STR_USRACT_BULD_DOWN,"Buldozer down","Buldozer dolů","Bulldozer: Ab","Buldożer - dół","Вниз (Бульдозер)","Bulldozer bas","Buldózer abajo","Buldozer giù"
STR_USRACT_BULD_LOOK_LEFT,"Buldozer look left","Buldozer pohled doleva","Bulldozer: Nach links sehen","Buldożer - spojrzenie w lewo","Смотреть налево (Бульдозер)","Regard G Bulldozer","Buldózer mirar izquierda","Guarda a sinistra Buldozer"
STR_USRACT_BULD_LOOK_RIGHT,"Buldozer look right","Buldozer pohled doprava","Bulldozer: Nach rechts sehen","Buldożer - spojrzenie w prawo","Смотреть направо (Бульдозер)","Regard D Bulldozer","Buldózer mirar derecha","Guarda a destra Buldozer"
STR_USRACT_BULD_LOOK_UP,"Buldozer look up","Buldozer pohled nahoru","Bulldozer: Nach oben sehen","Buldożer - spojrzenie w górę","Смотреть вверх (Бульдозер)","Regard haut Bulldozer","Buldózer mirar arriba","Guarda su Buldozer"
