STR_DISP_XBOX_ROLE_DOCK_BRUSHFF_EIGHT,"Woman in blue","Žena v modrém","Frau in Blau","Woman in blue","Женщина в голубом","Femme en bleu","Mujer de azul","Donna in blu"
STR_XBOX_MPTYPE_DM,"Death Match","Všichni proti všem","Deathmatch","Death Match","Схватка","Deathmatch","Combate a muerte","Deathmatch"
STR_XBOX_MPTYPE_CTF,"Capture the Flag","Boj o vlajku","Capture the Flag","Capture the Flag","Захват флага","Capture de drapeau","Captura la bandera","Cattura la bandiera"
STR_XBOX_MPTYPE_FF,"Flag Fight","Boj o vlajku","Flag Fight","Flag Fight","Бой за флаг","Combat pour le drapeau","Lucha de banderas","Combattimento per la bandiera"
STR_XBOX_MPTYPE_COOP,"Cooperative Mission","Kooperativní mise","Koop-Einsatz","Cooperative Mission","Совместное задание","Mission en coopération","Misión de cooperación","Missione cooperativa"
STR_XBOX_MPTYPE_TEAM,"Team Mission","Týmová mise","Teameinsatz","Team Mission","Командное задание","Mission en équipe","Misión en equipo","Missione a squadre"
STR_XBOX_MPTYPE_UNKNOWN,"Unknown","Neznámý","Unbekannt","Nieznany","Неизвестно","Inconnu","Desconocido","Sconosciuta"
STR_XBOX_MPTYPE_SCONTROL,"Sector Control","Kontrola nad sektorem","Sektorenkontrolle","Sector Control","Контроль над сектором","Contrôle de secteurs","Control del sector","Controllo del settore"
STR_XBOX_MPTYPE_HOLDLOCATION,"Hold Location","Udržet lokaci","Stellung halten","Hold Location","Удержать район","Tenue de lieu","Defender lugar","Mantieni la posizione"
STR_XBOX_MPTYPE_DM_SHORT,"DM","BŽS","DM","DM","СХ","DM","CM","DM"
STR_XBOX_MPTYPE_CTF_SHORT,"CTF","BV","FE","CTF","ЗФ","CDD","CB","CLB"
STR_XBOX_MPTYPE_FF_SHORT,"FF","BV","FK","FF","БФ","CPD","LB","CB"
STR_XBOX_MPTYPE_COOP_SHORT,"Coop","Koop","Koop","Coop","СВ","Coop.","Coop","Coop"
STR_XBOX_MPTYPE_TEAM_SHORT,"Team","Tým","Team","Team","КМ","Équipe","Equp","A squadre"
STR_XBOX_MPTYPE_UNKNOWN_SHORT,"Unknown","Neznámý","Unbekannt","Nieznany","НД","Inconnu","Desconocido","Sconosciuta"
STR_XBOX_MPTYPE_SCONTROL_SHORT,"Scontrol","Ovládání","SKontrolle","Scontrol","КС","Contr. S","ControlS","ControlloS"
STR_XBOX_MPTYPE_HOLDLOCATION_SHORT,"Hold","Udržet","Halten","Hold","УД","Tenue","Defender","Mantieni"
STR_DISP_XBOX_DESC_TDM,"Eliminate the enemy team!","Eliminovat nepřátelský tým!","Gegnerische Teams. Töten Sie alle Feinde!","Opposing teams. Kill all enemy!","Уничтожьте команду противника!","Éliminer l'équipe ennemie !","¡Acaba con el pelotón enemigo!","Elimina la squadra nemica!"
STR_DISP_XBOX_DESC_TDMF,"Hold the city, eliminate the enemy team.","Udržet město, eliminovat nepřátelský tým.","Halten Sie die Stadt, töten Sie das feindliche Team.","Hold City, kill enemy team","Удерживайте город, уничтожьте противника.","Tenir la ville, éliminer l'équipe adverse.","Defiende la ciudad y acaba con el pelotón enemigo.","Mantieni la città, elimina la squadra nemica."
STR_DISP_XBOX_DESC_DM,"Every man for himself. No-one is your ally.","Každý sám za sebe. Nikdo není vaším spojencem.","Jeder gegen jeden. Niemand ist Ihr Freund.","Everyone vs. everyone. Nobody is your friend.","Каждый сам за себя. Союзников нет.","Chacun pour soi. Pas un seul allié.","Todos contra todos. No tienes aliados.","Tutti contro tutti. Non hai alleati."
STR_DISP_XBOX_DESC_FF_ONE,"Every man for himself. Score bonus points for capturing the flag.","Každý sám za sebe. Bonusové skóre za získání vlajky.","Jeder gegen jeden. Für die Fahne gibt es einen Bonus","Everyone vs. everyone. Get a bonus for the flag","Каждый сам за себя. Бонус за флаг.","Chacun pour soi. Bonus en cas de capture du drapeau.","Todos contra todos. Consigue puntos extra capturando la bandera.","Tutti contro tutti. Prendi punti bonus quando catturi la bandiera."
STR_DISP_XBOX_DESC_FF_TWO,"Two teams, one flag. Capture it to score additional points.","Dva týmy, jedna vlajka. Bonusové skóre za získání vlajky.","Zwei Teams, eine Fahne. Liefern Sie sie ab und Sie erhalten weitere Punkte.","Two teams, one flag. Deliver it for more points.","Две команды, один флаг. Бонус за флаг.","Deux équipes, un drapeau. Le capturer rapporte des points supplémentaires.","Dos equipos, una bandera. Captúrala y suma puntos adicionales.","2 squadre, 1 bandiera. Cattura la bandiera e ottieni punti extra."
STR_DISP_XBOX_DESC_CTF,"Two opposing teams, two flags. Capture the enemy flag.","Dva soupeřící týmy, dvě vlajky. Zmocněte se nepřátelské vlajky.","Zwei gegnerische Teams, zwei Fahnen. Erobern Sie die feindliche Fahne","Two opposing teams, two flags. Capture the enemy flag","Две команды, два флага. Бонус за флаг.","Deux équipes adverses, deux drapeaux. Il faut capturer le drapeau ennemi.","Dos equipos rivales, dos banderas. Captura la bandera enemiga.","2 squadre, 2 bandiere. Cattura la bandiera avversaria."
STR_DISP_XBOX_DESC_AASAULT,"Get in your gunship and destroy the enemy tanks.","Nasedněte do helikoptéry a zničte nepřátelské tanky.","Steigen Sie in Ihren Apache und zerstören Sie die feindlichen Panzer.","Get in your Apache and destroy the enemy tanks.","Забирайтесь в вертолет и уничтожьте танки.","Grimper dans l'hélico et détruire les chars adverses.","Sube a tu nave de combate y destruye los tanques enemigos.","Sali sull’elicottero e distruggi i carri armati nemici."
STR_DISP_XBOX_DESC_SCONTROL,"Take control of the designated sectors in order to gain points.","Obsaďte určené sektory a získejte body.","Kontrollieren Sie festgelegte Sektoren, um Punkte zu erhalten.","Take control of the designated sectors in order to gain points.","Захватывайте секторы и зарабатывайте очки.","Prendre le contrôle des secteurs désignés rapporte des points.","Toma el control de los sectores asignados para conseguir puntos.","Controlla i settori designati per ottenere punti."
STR_DISP_XBOX_DESC_CONQUERORS,"Destroy the enemy base.","Zničte nepřátelskou základnu.","Zerstören Sie den feindlichen Stützpunkt.","Destroy the enemy base.","Уничтожьте вражескую базу.","Détruire la base ennemie.","Destruye la base enemiga.","Distruggi la base nemica."
STR_DISP_XBOX_DESC_CAMEL,"Shoot down the enemy team and take control of the airport.","Sestřelte nepřátelský tým a obsaďte letiště.","Neutralisieren Sie das feindliche Team und kontrollieren Sie den Flughafen.","Shoot down the enemy team, and take control of the airport.","Захватите аэропорт.","Abattre l'équipe adverse et prendre le contrôle de l'aéroport.","Derriba al pelotón enemigo y hazte con el control del aeropuerto.","Abbatti la squadra nemica e prendi controllo dell’aeroporto."
STR_DISP_XBOX_DESC_DSQUAD,"West: destroy the SCUD - East: defend the SCUD","BLUFOR: zničte SCUD - OPFOR: ubraňte SCUD","Westen: Zerstören Sie die SCUD - Osten: Verteidigen Sie die SCUD","West: destroy the SCUD - East: defend the SCUD","Запад: уничтожить СКАД. Восток: защитить.","Ouest : détruire le SCUD - Est : défendre le SCUD","Oeste: destruye el SCUD – Este: defiende el SCUD","Ovest: distruggi gli SCUD - Est: difendi gli SCUD"
STR_DISP_XBOX_DESC_SHKILLER,"Destroy the enemy fuel station.","Zničte nepřátelskou čerpací stanici.","Zerstören Sie das feindliche Treibstoffdepot.","Destroy the enemy fuel station.","Уничтожьте станцию противника.","Détruire le dépôt de carburant ennemi.","Destruye la estación de combustible enemiga.","Distruggi la stazione di rifornimento nemica."
STR_DISP_XBOX_DESC_LOSTSQUAD,"Defend a base deep in enemy teritory.","Ubraňte základnu na území nepřítele.","Verteidigen Sie den Stützpunkt im Feindgebiet.","Defend a base deep in enemy teritory.","Уничтожьте базу противника.","Défendre une base en territoire ennemi.","Defiende una base dentro del territorio enemigo.","Difendi una base in territorio nemico."
STR_DISP_XBOX_DESC_OILWAR,"Capture the enemy fuel depot.","Obsaďte nepřítelův sklad paliva.","Erobern Sie das feindliche Treibstoffdepot.","Capture the enemy fuel depot.","Захватите базу противника.","Capturer le dépôt de carburant ennemi.","Captura el depósito de combustible enemigo.","Conquista il deposito di carburante nemico."
STR_DISP_XBOX_DESC_RTEDEN,"Conquer the coast and the airport.","Obsaďte pobřeží a letiště.","Erobern Sie die Küste und den Flughafen.","Conquer the coast and the airport.","Захватите побережье и аэропорт.","Conquérir la côte et l'aéroport.","Conquista la costa y el aeropuerto.","Conquista la costa e l’aeroporto."
STR_DISP_XBOX_DESC_DAMBUSH,"Destroy a well protected convoy.","Zničte dobře chráněný konvoj.","Vernichten Sie den gut geschützten Konvoi.","Destroy well protected convoy.","Уничтожьте конвой.","Détruire un convoi bien protégé.","Destrutye un convoy muy protegido.","Distruggi un convoglio ben protetto."
STR_DISP_XBOX_DESC_CASTLECONFLICT,"Conquer and hold the castle ruins.","Obsaďte a ubraňte trosky hradu.","Erobern und halten Sie die Schlossruinen.","Conquer and hold the castle ruins.","Захватите руины замка.","Prendre et tenir les ruines du château.","Conquista y defiende las ruinas del castillo.","Conquista e mantieni le rovine del castello."
STR_DISP_XBOX_DESC_CITYCONFLICT,"Conquer and defend the town.","Obsaďte a ubraňte město.","Erobern und halten Sie die Stadt.","Conquer and defend the town.","Захватите город.","Prendre et défendre la ville.","Conquista y defiende la ciudad.","Conquista e difendi la città."
STR_DISP_XBOX_DESC_WARCRY,"A large scale operation: liberate the town.","Velká operace: osvoboďte město.","Großeinsatz: Befreien Sie die Stadt.","A large scale operation: liberate the town.","Освобождение города.","Opération d'envergure : libérer la ville.","Operación a gran escala: libera la ciudad.","Un’operazione su vasta scala: libera la città."
STR_DISP_XBOX_DESC_HOLDCASTLE,"East: defend the castle - West: conquer the castle.","OPFOR: ubraňte hrad - BLUFOR: obsaďte hrad.","Osten: Verteidigen Sie das Schloss - Westen: Erobern Sie das Schloss.","East: defend the castle - West: conquer the castle","Восток: оборона замка. Запад: захват замка.","Est : défendre le château - Ouest : prendre le château","Este: defiende el castillo – Oeste: conquista el castillo.","Est: difendi il castello - Ovest: conquista il castello."
STR_DISP_XBOX_DESC_COOP,"Rescue the civilians and destroy the enemy base.","Zachraňte civilisty a zničte nepřátelskou základnu.","Retten Sie die Zivilisten, zerstören Sie die feindliche Basis.","Rescue the civilians, and destroy the enemy base.","Спасите гражданских и уничтожьте противника.","Sauver les civils et détruire la base ennemie.","Rescata a los civiles y destruye la base enemiga.","Soccorri i civili e distruggi la base nemica."
STR_DISP_XBOX_DESC_HOLDCITY,"East: defend the town - West: conquer the town.","OPFOR: ubraňte město - BLUFOR: obsaďte město.","Osten: Verteidigen Sie die Stadt - Westen: Erobern Sie die Stadt.","East: defend the town - West: conquer the town","Восток: оборона города. Запад: захват города.","Est : défendre la ville - Ouest : prendre la ville","Este: defiende la ciudad – Oeste: conquista la ciudad.","Est: difendi la città - Ovest: conquista la città."
STR_DISP_XBOX_DESC_DFOX,"Desert combat with respawning vehicles.","Boj v poušti s obnovujícími se vozidly.","Wüstenkampf mit wiederkehrenden Fahrzeugen","Desert combat with respawning vehicles","Сражение в пустыне.","Combat dans le désert avec réapparition de véhicules.","Combate desierto con vehículos reaparecidos.","Combattimento nel deserto con riapparizione di veicoli."
STR_DISP_XBOX_DESC_HUNTING,"Catch the Sniper","Chytit odstřelovače","Fangen Sie den Scharfschützen","Catch The Sniper","Поимайте снайпера.","Attraper le sniper","Atrapa al francotirador","Prendi il cecchino"
STR_DISP_XBOX_DESC_ESCAPE,"Get in a chopper and leave the island!","Nasedněte do helikoptéry a opusťte ostrov!","Steigen Sie in einen Helikopter und verlassen Sie die Insel","Get in a chopper and leave the island!","Выберетесь с острова на вертолете!","Grimper dans un hélico et quitter l'île.","¡Súbete a un helicóptero y abandona la isla!","Sali su un elicottero e abbandona l’isola!"
STR_DISP_XBOX_DESC_CSWEAP,"Get back in one piece!","Vraťte se zpátky celí!","Kommen sie lebend zurück.","Let's get back in one piece!","Уносите ноги!","Revenir entier !","¡Vuelve sano y salvo!","Torna indietro sano e salvo!"
STR_DISP_XBOX_DESC_PILOTDOWN,"Find and rescue the pilots.","Najděte a zachraňte piloty.","Finden und retten Sie die Piloten","Find and rescue the pilots","Найдите и спасите пилотов.","Trouver et sauver les pilotes.","Encuentra y rescata a los pilotos.","Trova e soccorri i piloti."
STR_DISP_XBOX_DESC_HOLDBASE,"East: defend the base - West: conquer the base.","OPFOR: ubraňte základnu - BLUFOR: obsaďte základnu.","Osten: Basis verteidigen, Westen: Basis erobern","East: defend the base - West: conquer the base","Восток: защита базы. Запад: захват базы.","Est : défendre la base - Ouest : prendre la base","Este: defiende la base – Oeste: conquista la base.","Est: difendi la base - Ovest: conquista la base."
STR_DISP_XBOX_MPTEMPLATE_BASIC,"All surviving members of the squad must reach the destination area.","Všichni přeživší příslušníci jednotky se musí dostat do oblasti určení.","Alle überlebenden Einheiten des Trupps müssen das Zielgebiet erreichen.","All alive members of the squad must reach destination area.","Все выжившие должны достичь точки назначения.","Tous les membres survivants du groupe doivent rejoindre la zone de destination.","Todos los supervivientes del pelotón deben llegar a la zona de destino.","Tutti i membri della squadra sopravvissuti devono raggiungere l’area di destinazione"
STR_DISP_XBOX_MPTEMPLATE_TEAM,"Eliminate all players on the other team.","Eliminujte všechny protihráče.","Neutralisieren Sie alle Spieler des anderen Teams.","Eliminate all players from other team.","Уничтожьте всех противников.","Éliminer tous les joueurs de l'autre équipe.","Elimina a todos los jugadores del otro pelotón.","Elimina tutti i giocatori dell’altra squadra."
STR_XBOX_DIFF_RECRUIT,"Recruit","Rekrut","Rekrut","Rekrut","Новобранец","Recrue","Recluta","Recluta"
STR_XBOX_DIFF_REGULAR,"Regular","Standard","Kadett","Kadet","Солдат","Normal","Normal","Regolare"
STR_XBOX_DIFF_VETERAN,"Veteran","Veterán","Veteran","Weteran","Ветеран","Vétéran","Veterano","Veterano"
STR_XBOX_DIFF_MERCENARY,"Mercenary","Expert","Söldner","Najemnik","Наемник","Mercenaire","Mercenario","Mercenario"
STR_UNLOCKED_MISSION,"New single mission unlocked!","Zpřístupněna nová mise!","Neue Einzelmission freigeschaltet!","Odblokowano nową misję!","Доступно новое задание!","Nouvelle mission en solo débloquée !","¡Desbloqueada una nueva misión individual!","Nuova missione a 1 giocatore sbloccata!"
STR_UNLOCKED_CAMPAIGN,"Resistance campaign unlocked!","Zpřístupněna kampaň za partyzány!","Resistance Kampagne freigeschaltet","Odblokowano kampanię Resistance!","Доступна новая кампания!","Campagne de la résistance débloquée !","¡Desbloqueada campaña de resistencia!","Campagna di resistenza sbloccata!"
STR_XBOX_CSCHEME_DEFAULT,"Default","Výchozí","Voreinstellung","Default","По умолч.","Par défaut","Predeterminado","Predefinite"
STR_XBOX_CONTROLER_SCHEME_STICK,"Inverted Sticks","Vložené páčky","Ministicks vertauscht","Inverted Sticks","Инвертировано","Sticks inversés","Sticks invertidos","Levette invertite"
STR_XBOX_CONTROLER_SCHEME_TRIGGERS,"Inverted Triggers","Vložené spínače","Schalter vertauscht","Inverted Triggers","Инвертировано","Gâchettes inversées","Disparadores invertidos","Grilletti invertiti"
STR_XBOX_CONTROLER_DP_SELECT,"Select","Vybrat","Wählen","Select","Выбрать","Sélect.","Seleccionar","Seleziona"
STR_XBOX_CONTROLER_DP_BACK,"Back","Zpět","Zurück","Back","Выход","Retour","Atrás","Indietro"
STR_XBOX_CONTROLER_DP_NEXT,"Next","Další","Nächstes","Next","Вперед","Suiv.","Siguiente","Succ."
STR_XBOX_CONTROLER_DP_PREVIOUS,"Previous","Předchozí","Vorheriges","Previous","Назад","Préc.","Anterior","Prec."
STR_XBOX_CONTROLER_LS_SCOPE,"Scope/Sights <img image='\xmisc\ctrl_nextarget.paa'/>","Dalekohled/mířidla <img image='\xmisc\ctrl_nextarget.paa'/>","Zielfernrohr/Kimme <img image='\xmisc\ctrl_nextarget.paa'/>","Scope/Sights <img image='\xmisc\ctrl_nextarget.paa'/>","Прицел/Вид","Lunette/viseur <img image='\xmisc\ctrl_nextarget.paa'/>","Alcance/Vistas <img image='\xmisc\ctrl_nextarget.paa'/>","Cannocchiale/Mirino <img image='\xmisc\ctrl_nextarget.paa'/>"
STRM_ADD_CLEAN2,"You are the leader of these highly trained soldiers...","Jste velitelem těchto skvěle vycvičených mužů…","Sie sind Anführer dieser speziell ausgebildeten Soldaten...","Jesteś dowódcą tych znakomicie wyszkolonych żołnierzy...","Вы - командир этих прекрасно обученных солдат...","Vous êtes le chef de ces soldats très entraînés...","Eres el líder de estos soldados tan entrenados...","Sei il leader di questi soldati altamente addestrati..."
STR_NEW_MISSION_FORMAT,"User mission %d","Uživatelská mise %d","Benutzerdefinierte Mission %d","Misja użytkownika %d","Задание игрока %d","Mission util. %d...","Misión de usuario %d","Missione utente %d"
STR_USRACT_MAP,"Map","Mapa","Karte","Mapa","Карта","Carte","Mapa","Mappa"
STR_EVAL_UNEXPECTED_CLOSEB,"unexpected )","neočekávaný )","unerwartet )","niespodziewane )","неожиданный )",") inattendue",") no esperado",") inattesa"
STR_LOADING,"Loading","Nahrávání","Lade...","Wczytywanie","Загрузка","Chargement","Cargando","Caricamento in corso"
STR_XBOX_PLAY_AGAIN,"Play Again","Hrát znovu","Nocheinmal","Graj ponownie","Заново","Rejouer","Jugar de nuevo","Gioca ancora"
STR_XBOX_RECEIVNING,"Receiving","Přijímám","Empfange...","Receiving","Получение","Réception","Recibiendo","Ricezione in corso"
STR_MSG_MP_SERVER_ASSIGN,"You must be side commander!","Musíte být velitelem strany!","Sie müssen Seitenkommandant sein!","Musisz być dowódcą strony!","Вы должны быть командиром одной из сторон!","Vous devez diriger un camp !","¡Debes ser el oficial al mando!","Tu devi essere il comandante!"
STR_MSG_INSTALL_FAILED,"The download has failed.","Stahování nebylo úspěšné.","Der Download ist fehlgeschlagen","Pobieranie nie powiodło się.","Загрузка не удалась.","Échec du téléchargement","Error al descargar.","Il dowload non è riuscito."
STR_XBOX_GEAR_MAGAZINES,"Choose Magazine","Vybrat zásobník","Magazin auswählen","Wybierz Magazyn","Выбрать магазин","Choix de chargeur","Elegir cargador","Scegli caricatore"
STR_UI_ABAR,"Armor","Pancíř","Panzer","Opancerzenie","Броня","Blindage","Blindaje","Blindatura"
STR_UI_FBAR,"Fuel","Palivo","Treibstoff","Paliwo","Топливо","Carburant","Combustible","Carburante"
STR_CHAT_CHANNEL,"Chat channel","Chatovací kanál","Kanal: Chat","Kanał czatu","Канал чата","Canal discussion","Canal de charla","Canale di discussione"
STR_GLOBAL_CHANNEL,"Global channel","Globální kanál","Kanal: Global","Kanał ogólny","Глобальный канал","Canal global","Canal global","Canale globale"
